,period,stateDescription,sectorName,price,price-units
2546,2023-07,U.S. Total,residential,15.86,cents per kilowatt-hour
2547,2023-07,U.S. Total,transportation,12.77,cents per kilowatt-hour
2550,2023-08,Alabama,industrial,7.42,cents per kilowatt-hour
2552,2023-08,Alabama,residential,14.19,cents per kilowatt-hour
2553,2023-08,Alabama,transportation,0.0,cents per kilowatt-hour
2556,2023-08,Alaska,industrial,17.6,cents per kilowatt-hour
2558,2023-05,Pennsylvania,industrial,7.62,cents per kilowatt-hour
2560,2023-05,Pennsylvania,residential,18.46,cents per kilowatt-hour
2561,2023-05,Pennsylvania,transportation,9.3,cents per kilowatt-hour
2564,2023-05,Rhode Island,industrial,17.97,cents per kilowatt-hour
2566,2023-05,Rhode Island,residential,26.84,cents per kilowatt-hour
2567,2023-05,Rhode Island,transportation,16.88,cents per kilowatt-hour
2568,2023-09,Florida,transportation,11.69,cents per kilowatt-hour
2571,2023-09,Georgia,industrial,7.08,cents per kilowatt-hour
2573,2023-09,Georgia,residential,13.97,cents per kilowatt-hour
2574,2023-09,Georgia,transportation,9.4,cents per kilowatt-hour
2577,2023-09,Hawaii,industrial,32.77,cents per kilowatt-hour
2579,2023-09,Hawaii,residential,41.52,cents per kilowatt-hour
2580,2023-09,Hawaii,transportation,0.0,cents per kilowatt-hour
2583,2023-09,Idaho,industrial,7.59,cents per kilowatt-hour
2585,2023-09,Idaho,residential,11.53,cents per kilowatt-hour
2586,2023-09,Idaho,transportation,0.0,cents per kilowatt-hour
2589,2023-09,Illinois,industrial,8.03,cents per kilowatt-hour
2591,2023-09,Illinois,residential,14.7,cents per kilowatt-hour
2592,2023-09,Illinois,transportation,7.0,cents per kilowatt-hour
2594,2023-02,Washington,industrial,6.46,cents per kilowatt-hour
2596,2023-02,Washington,residential,10.71,cents per kilowatt-hour
2597,2023-02,Washington,transportation,10.54,cents per kilowatt-hour
2600,2023-02,West Virginia,industrial,7.47,cents per kilowatt-hour
2602,2023-02,West Virginia,residential,13.55,cents per kilowatt-hour
2603,2023-02,West Virginia,transportation,0.0,cents per kilowatt-hour
2606,2023-02,Wisconsin,industrial,8.35,cents per kilowatt-hour
2608,2023-02,Wisconsin,residential,16.33,cents per kilowatt-hour
2609,2023-02,Wisconsin,transportation,16.41,cents per kilowatt-hour
2612,2023-02,Wyoming,industrial,6.91,cents per kilowatt-hour
2614,2023-02,Wyoming,residential,10.26,cents per kilowatt-hour
2615,2023-02,Wyoming,transportation,0.0,cents per kilowatt-hour
2618,2023-02,New England,industrial,16.42,cents per kilowatt-hour
2620,2023-02,New England,residential,31.26,cents per kilowatt-hour
2621,2023-02,New England,transportation,19.09,cents per kilowatt-hour
2624,2023-02,Middle Atlantic,industrial,8.15,cents per kilowatt-hour
2626,2023-02,Middle Atlantic,residential,20.26,cents per kilowatt-hour
2627,2023-02,Middle Atlantic,transportation,14.84,cents per kilowatt-hour
2629,2023-06,Pacific Noncontiguous,transportation,0.0,cents per kilowatt-hour
2632,2023-06,U.S. Total,industrial,8.11,cents per kilowatt-hour
2634,2023-06,U.S. Total,residential,16.09,cents per kilowatt-hour
2635,2023-06,U.S. Total,transportation,12.41,cents per kilowatt-hour
2636,2023-03,Oklahoma,industrial,6.0,cents per kilowatt-hour
2638,2023-03,Oklahoma,residential,11.71,cents per kilowatt-hour
2639,2023-03,Oklahoma,transportation,0.0,cents per kilowatt-hour
2642,2023-03,Oregon,industrial,7.48,cents per kilowatt-hour
2644,2023-03,Oregon,residential,12.22,cents per kilowatt-hour
2645,2023-03,Oregon,transportation,11.43,cents per kilowatt-hour
2646,2023-02,Michigan,industrial,8.21,cents per kilowatt-hour
2648,2023-02,Michigan,residential,17.99,cents per kilowatt-hour
2649,2023-02,Michigan,transportation,12.67,cents per kilowatt-hour
2652,2023-02,Minnesota,industrial,8.97,cents per kilowatt-hour
2654,2023-02,Minnesota,residential,13.63,cents per kilowatt-hour
2655,2023-02,Minnesota,transportation,11.88,cents per kilowatt-hour
2658,2023-02,Mississippi,industrial,7.45,cents per kilowatt-hour
2660,2023-02,Mississippi,residential,13.57,cents per kilowatt-hour
2661,2023-02,Mississippi,transportation,0.0,cents per kilowatt-hour
2664,2023-02,Missouri,industrial,7.76,cents per kilowatt-hour
2666,2023-02,Missouri,residential,11.36,cents per kilowatt-hour
2667,2023-02,Missouri,transportation,7.74,cents per kilowatt-hour
2670,2023-02,Montana,industrial,8.19,cents per kilowatt-hour
2672,2023-02,Montana,residential,11.96,cents per kilowatt-hour
2673,2023-02,Montana,transportation,0.0,cents per kilowatt-hour
2676,2023-02,Nebraska,industrial,7.05,cents per kilowatt-hour
2678,2023-02,Nebraska,residential,10.16,cents per kilowatt-hour
2679,2023-02,Nebraska,transportation,0.0,cents per kilowatt-hour
2682,2023-02,Nevada,industrial,9.56,cents per kilowatt-hour
2684,2023-02,Nevada,residential,17.04,cents per kilowatt-hour
2685,2023-02,Nevada,transportation,13.21,cents per kilowatt-hour
2688,2023-02,New Hampshire,industrial,17.23,cents per kilowatt-hour
2690,2023-02,New Hampshire,residential,30.98,cents per kilowatt-hour
2691,2023-02,New Hampshire,transportation,0.0,cents per kilowatt-hour
2694,2023-02,New Jersey,industrial,11.7,cents per kilowatt-hour
2696,2023-02,New Jersey,residential,16.97,cents per kilowatt-hour
2697,2023-02,New Jersey,transportation,12.64,cents per kilowatt-hour
2700,2023-02,New Mexico,industrial,6.07,cents per kilowatt-hour
2702,2023-02,New Mexico,residential,13.75,cents per kilowatt-hour
2703,2023-02,New Mexico,transportation,0.0,cents per kilowatt-hour
2706,2023-02,New York,industrial,7.06,cents per kilowatt-hour
2708,2023-02,New York,residential,24.18,cents per kilowatt-hour
2709,2023-02,New York,transportation,15.75,cents per kilowatt-hour
2710,2023-11,New Mexico,industrial,6.07,cents per kilowatt-hour
2712,2023-11,New Mexico,residential,14.2,cents per kilowatt-hour
2713,2023-11,New Mexico,transportation,0.0,cents per kilowatt-hour
2716,2023-11,New York,industrial,6.66,cents per kilowatt-hour
2718,2023-11,New York,residential,22.85,cents per kilowatt-hour
2719,2023-11,New York,transportation,15.78,cents per kilowatt-hour
2722,2023-11,North Carolina,industrial,7.02,cents per kilowatt-hour
2724,2023-11,North Carolina,residential,13.39,cents per kilowatt-hour
2725,2023-11,North Carolina,transportation,9.27,cents per kilowatt-hour
2728,2023-11,North Dakota,industrial,7.34,cents per kilowatt-hour
2730,2023-11,North Dakota,residential,10.77,cents per kilowatt-hour
2731,2023-11,North Dakota,transportation,0.0,cents per kilowatt-hour
2734,2023-11,Ohio,industrial,6.83,cents per kilowatt-hour
2736,2023-11,Ohio,residential,15.65,cents per kilowatt-hour
2737,2023-11,Ohio,transportation,6.15,cents per kilowatt-hour
2740,2023-11,Oklahoma,industrial,6.04,cents per kilowatt-hour
2742,2023-11,Oklahoma,residential,11.88,cents per kilowatt-hour
2743,2023-11,Oklahoma,transportation,0.0,cents per kilowatt-hour
2746,2023-11,Oregon,industrial,7.34,cents per kilowatt-hour
2748,2023-11,Oregon,residential,12.99,cents per kilowatt-hour
2749,2023-11,Oregon,transportation,11.51,cents per kilowatt-hour
2752,2023-11,Pennsylvania,industrial,7.75,cents per kilowatt-hour
2754,2023-11,Pennsylvania,residential,18.11,cents per kilowatt-hour
2755,2023-11,Pennsylvania,transportation,10.08,cents per kilowatt-hour
2759,2023-02,East North Central,industrial,8.31,cents per kilowatt-hour
2761,2023-02,East North Central,residential,16.28,cents per kilowatt-hour
2762,2023-02,East North Central,transportation,7.08,cents per kilowatt-hour
2765,2023-02,West North Central,industrial,7.46,cents per kilowatt-hour
2767,2023-02,West North Central,residential,12.03,cents per kilowatt-hour
2768,2023-02,West North Central,transportation,9.72,cents per kilowatt-hour
2771,2023-02,South Atlantic,industrial,7.64,cents per kilowatt-hour
2773,2023-02,South Atlantic,residential,14.56,cents per kilowatt-hour
2774,2023-02,South Atlantic,transportation,10.24,cents per kilowatt-hour
2777,2023-02,East South Central,industrial,7.11,cents per kilowatt-hour
2779,2023-02,East South Central,residential,13.39,cents per kilowatt-hour
2780,2023-02,East South Central,transportation,0.0,cents per kilowatt-hour
2785,2023-03,Pennsylvania,industrial,7.77,cents per kilowatt-hour
2787,2023-03,Pennsylvania,residential,18.13,cents per kilowatt-hour
2788,2023-03,Pennsylvania,transportation,9.36,cents per kilowatt-hour
2791,2023-03,Rhode Island,industrial,18.78,cents per kilowatt-hour
2793,2023-03,Rhode Island,residential,27.91,cents per kilowatt-hour
2794,2023-03,Rhode Island,transportation,16.1,cents per kilowatt-hour
2798,2023-12,Montana,industrial,7.04,cents per kilowatt-hour
2800,2023-12,Montana,residential,12.58,cents per kilowatt-hour
2801,2023-12,Montana,transportation,0.0,cents per kilowatt-hour
2804,2023-12,Nebraska,industrial,7.32,cents per kilowatt-hour
2806,2023-12,Nebraska,residential,10.47,cents per kilowatt-hour
2807,2023-12,Nebraska,transportation,0.0,cents per kilowatt-hour
2810,2023-12,Nevada,industrial,8.14,cents per kilowatt-hour
2812,2023-12,Nevada,residential,15.55,cents per kilowatt-hour
2813,2023-12,Nevada,transportation,12.1,cents per kilowatt-hour
2816,2023-12,New Hampshire,industrial,16.44,cents per kilowatt-hour
2818,2023-12,New Hampshire,residential,24.74,cents per kilowatt-hour
2819,2023-12,New Hampshire,transportation,0.0,cents per kilowatt-hour
2822,2023-12,New Jersey,industrial,12.03,cents per kilowatt-hour
2824,2023-12,New Jersey,residential,17.56,cents per kilowatt-hour
2825,2023-12,New Jersey,transportation,11.66,cents per kilowatt-hour
2828,2023-12,New Mexico,industrial,5.28,cents per kilowatt-hour
2830,2023-12,New Mexico,residential,13.37,cents per kilowatt-hour
2831,2023-12,New Mexico,transportation,0.0,cents per kilowatt-hour
2834,2023-12,New York,industrial,6.34,cents per kilowatt-hour
2836,2023-12,New York,residential,22.42,cents per kilowatt-hour
2837,2023-12,New York,transportation,14.38,cents per kilowatt-hour
2840,2023-12,North Carolina,industrial,8.0,cents per kilowatt-hour
2842,2023-12,North Carolina,residential,12.97,cents per kilowatt-hour
2843,2023-12,North Carolina,transportation,9.33,cents per kilowatt-hour
2848,2023-09,Mississippi,industrial,6.96,cents per kilowatt-hour
2850,2023-09,Mississippi,residential,12.85,cents per kilowatt-hour
2851,2023-09,Mississippi,transportation,0.0,cents per kilowatt-hour
2854,2023-09,Missouri,industrial,8.59,cents per kilowatt-hour
2856,2023-09,Missouri,residential,14.03,cents per kilowatt-hour
2857,2023-09,Missouri,transportation,13.31,cents per kilowatt-hour
2860,2023-09,Montana,industrial,6.93,cents per kilowatt-hour
2862,2023-09,Montana,residential,13.15,cents per kilowatt-hour
2863,2023-09,Montana,transportation,0.0,cents per kilowatt-hour
2866,2023-09,Nebraska,industrial,7.94,cents per kilowatt-hour
2868,2023-09,Nebraska,residential,12.32,cents per kilowatt-hour
2869,2023-09,Nebraska,transportation,0.0,cents per kilowatt-hour
2872,2023-09,Nevada,industrial,12.28,cents per kilowatt-hour
2874,2023-09,Nevada,residential,16.94,cents per kilowatt-hour
2875,2023-09,Nevada,transportation,13.01,cents per kilowatt-hour
2878,2023-09,New Hampshire,industrial,15.32,cents per kilowatt-hour
2880,2023-09,New Hampshire,residential,23.24,cents per kilowatt-hour
2881,2023-09,New Hampshire,transportation,0.0,cents per kilowatt-hour
2884,2023-09,New Jersey,industrial,12.14,cents per kilowatt-hour
2886,2023-09,New Jersey,residential,17.97,cents per kilowatt-hour
2887,2023-09,New Jersey,transportation,11.86,cents per kilowatt-hour
2890,2023-09,New Mexico,industrial,6.11,cents per kilowatt-hour
2892,2023-09,New Mexico,residential,14.88,cents per kilowatt-hour
2893,2023-09,New Mexico,transportation,0.0,cents per kilowatt-hour
2896,2023-09,New York,industrial,6.98,cents per kilowatt-hour
2898,2023-09,New York,residential,23.24,cents per kilowatt-hour
2899,2023-09,New York,transportation,19.09,cents per kilowatt-hour
2902,2023-09,North Carolina,industrial,7.85,cents per kilowatt-hour
2904,2023-09,North Carolina,residential,13.72,cents per kilowatt-hour
2905,2023-09,North Carolina,transportation,10.12,cents per kilowatt-hour
2908,2023-09,North Dakota,industrial,7.35,cents per kilowatt-hour
2910,2023-10,District of Columbia,residential,18.03,cents per kilowatt-hour
2911,2023-10,District of Columbia,transportation,10.51,cents per kilowatt-hour
2914,2023-10,Florida,industrial,9.16,cents per kilowatt-hour
2916,2023-10,Florida,residential,15.45,cents per kilowatt-hour
2917,2023-10,Florida,transportation,11.45,cents per kilowatt-hour
2920,2023-10,Georgia,industrial,6.28,cents per kilowatt-hour
2922,2023-10,Georgia,residential,13.69,cents per kilowatt-hour
2923,2023-10,Georgia,transportation,6.13,cents per kilowatt-hour
2926,2023-10,Hawaii,industrial,35.13,cents per kilowatt-hour
2928,2023-10,Hawaii,residential,42.68,cents per kilowatt-hour
2929,2023-10,Hawaii,transportation,0.0,cents per kilowatt-hour
2932,2023-10,Idaho,industrial,6.75,cents per kilowatt-hour
2934,2023-10,Idaho,residential,12.07,cents per kilowatt-hour
2935,2023-10,Idaho,transportation,0.0,cents per kilowatt-hour
2938,2023-10,Illinois,industrial,8.25,cents per kilowatt-hour
2940,2023-10,Illinois,residential,15.75,cents per kilowatt-hour
2941,2023-10,Illinois,transportation,7.14,cents per kilowatt-hour
2944,2023-10,Indiana,industrial,7.93,cents per kilowatt-hour
2946,2023-10,Indiana,residential,15.17,cents per kilowatt-hour
2947,2023-10,Indiana,transportation,13.29,cents per kilowatt-hour
2950,2023-10,Iowa,industrial,6.15,cents per kilowatt-hour
2952,2023-10,Iowa,residential,13.46,cents per kilowatt-hour
2953,2023-10,Iowa,transportation,0.0,cents per kilowatt-hour
2956,2023-10,Kansas,industrial,7.29,cents per kilowatt-hour
2958,2023-10,Kansas,residential,13.45,cents per kilowatt-hour
2959,2023-10,Kansas,transportation,0.0,cents per kilowatt-hour
2960,2023-12,North Dakota,industrial,7.19,cents per kilowatt-hour
2962,2023-12,North Dakota,residential,10.27,cents per kilowatt-hour
2963,2023-12,North Dakota,transportation,0.0,cents per kilowatt-hour
2966,2023-12,Ohio,industrial,6.71,cents per kilowatt-hour
2968,2023-12,Ohio,residential,15.57,cents per kilowatt-hour
2969,2023-12,Ohio,transportation,6.14,cents per kilowatt-hour
2971,2023-04,South Atlantic,transportation,10.11,cents per kilowatt-hour
2974,2023-04,East South Central,industrial,6.29,cents per kilowatt-hour
2976,2023-04,East South Central,residential,13.06,cents per kilowatt-hour
2977,2023-04,East South Central,transportation,0.0,cents per kilowatt-hour
2980,2023-04,West South Central,industrial,5.63,cents per kilowatt-hour
2982,2023-04,West South Central,residential,13.56,cents per kilowatt-hour
2983,2023-04,West South Central,transportation,7.37,cents per kilowatt-hour
2986,2023-04,Mountain,industrial,7.5,cents per kilowatt-hour
2988,2023-04,Mountain,residential,13.38,cents per kilowatt-hour
2989,2023-04,Mountain,transportation,12.16,cents per kilowatt-hour
2992,2023-04,Pacific Contiguous,industrial,11.74,cents per kilowatt-hour
2994,2023-04,Pacific Contiguous,residential,21.33,cents per kilowatt-hour
2995,2023-04,Pacific Contiguous,transportation,11.37,cents per kilowatt-hour
2998,2023-04,Pacific Noncontiguous,industrial,31.47,cents per kilowatt-hour
3000,2023-04,Pacific Noncontiguous,residential,34.5,cents per kilowatt-hour
3001,2023-04,Pacific Noncontiguous,transportation,0.0,cents per kilowatt-hour
3004,2023-04,U.S. Total,industrial,7.51,cents per kilowatt-hour
3006,2023-04,U.S. Total,residential,16.1,cents per kilowatt-hour
3007,2023-04,U.S. Total,transportation,12.05,cents per kilowatt-hour
3008,2023-07,Louisiana,industrial,5.44,cents per kilowatt-hour
3010,2023-07,Louisiana,residential,11.26,cents per kilowatt-hour
3011,2023-07,Louisiana,transportation,10.91,cents per kilowatt-hour
3014,2023-03,North Dakota,industrial,7.42,cents per kilowatt-hour
3016,2023-03,North Dakota,residential,9.75,cents per kilowatt-hour
3017,2023-03,North Dakota,transportation,0.0,cents per kilowatt-hour
3020,2023-03,Ohio,industrial,6.99,cents per kilowatt-hour
3022,2023-03,Ohio,residential,14.89,cents per kilowatt-hour
3023,2023-03,Ohio,transportation,5.63,cents per kilowatt-hour
3027,2023-06,Oklahoma,industrial,6.64,cents per kilowatt-hour
3029,2023-06,Oklahoma,residential,12.43,cents per kilowatt-hour
3030,2023-06,Oklahoma,transportation,0.0,cents per kilowatt-hour
3033,2023-06,Oregon,industrial,7.18,cents per kilowatt-hour
3035,2023-06,Oregon,residential,13.14,cents per kilowatt-hour
3036,2023-06,Oregon,transportation,11.36,cents per kilowatt-hour
3039,2023-06,Pennsylvania,industrial,7.56,cents per kilowatt-hour
3041,2023-06,Pennsylvania,residential,18.39,cents per kilowatt-hour
3042,2023-06,Pennsylvania,transportation,9.04,cents per kilowatt-hour
3045,2023-06,Rhode Island,industrial,17.91,cents per kilowatt-hour
3047,2023-06,Rhode Island,residential,23.83,cents per kilowatt-hour
3048,2023-06,Rhode Island,transportation,17.72,cents per kilowatt-hour
3051,2023-06,South Carolina,industrial,6.66,cents per kilowatt-hour
3053,2023-06,South Carolina,residential,13.75,cents per kilowatt-hour
3054,2023-06,South Carolina,transportation,0.0,cents per kilowatt-hour
3057,2023-06,South Dakota,industrial,7.96,cents per kilowatt-hour
3059,2023-06,South Dakota,residential,13.3,cents per kilowatt-hour
3060,2023-06,South Dakota,transportation,0.0,cents per kilowatt-hour
3063,2023-06,Tennessee,industrial,6.26,cents per kilowatt-hour
3066,2023-03,Mountain,industrial,7.46,cents per kilowatt-hour
3068,2023-03,Mountain,residential,13.04,cents per kilowatt-hour
3069,2023-03,Mountain,transportation,12.14,cents per kilowatt-hour
3073,2023-09,North Dakota,residential,12.83,cents per kilowatt-hour
3074,2023-09,North Dakota,transportation,0.0,cents per kilowatt-hour
3078,2023-10,Kentucky,industrial,6.43,cents per kilowatt-hour
3080,2023-10,Kentucky,residential,13.17,cents per kilowatt-hour
3081,2023-10,Kentucky,transportation,0.0,cents per kilowatt-hour
3084,2023-10,Louisiana,industrial,5.8,cents per kilowatt-hour
3086,2023-10,Louisiana,residential,11.95,cents per kilowatt-hour
3087,2023-10,Louisiana,transportation,10.61,cents per kilowatt-hour
3090,2023-10,Maine,industrial,13.15,cents per kilowatt-hour
3092,2023-10,Maine,residential,29.06,cents per kilowatt-hour
3093,2023-10,Maine,transportation,0.0,cents per kilowatt-hour
3096,2023-10,Maryland,industrial,10.29,cents per kilowatt-hour
3098,2023-10,Maryland,residential,18.38,cents per kilowatt-hour
3099,2023-10,Maryland,transportation,11.55,cents per kilowatt-hour
3102,2023-10,Massachusetts,industrial,17.47,cents per kilowatt-hour
3104,2023-10,Massachusetts,residential,28.19,cents per kilowatt-hour
3105,2023-10,Massachusetts,transportation,6.65,cents per kilowatt-hour
3108,2023-10,Michigan,industrial,8.26,cents per kilowatt-hour
3110,2023-10,Michigan,residential,19.2,cents per kilowatt-hour
3111,2023-10,Michigan,transportation,14.43,cents per kilowatt-hour
3114,2023-10,Minnesota,industrial,9.31,cents per kilowatt-hour
3116,2023-10,Minnesota,residential,15.45,cents per kilowatt-hour
3117,2023-10,Minnesota,transportation,12.4,cents per kilowatt-hour
3120,2023-10,Mississippi,industrial,6.92,cents per kilowatt-hour
3122,2023-10,Mississippi,residential,13.47,cents per kilowatt-hour
3123,2023-10,Mississippi,transportation,0.0,cents per kilowatt-hour
3126,2023-10,Missouri,industrial,7.4,cents per kilowatt-hour
3128,2023-10,Missouri,residential,12.2,cents per kilowatt-hour
3129,2023-10,Missouri,transportation,12.48,cents per kilowatt-hour
3132,2023-10,Montana,industrial,8.34,cents per kilowatt-hour
3134,2023-10,Montana,residential,12.93,cents per kilowatt-hour
3135,2023-10,Montana,transportation,0.0,cents per kilowatt-hour
3140,2023-07,Maine,industrial,12.16,cents per kilowatt-hour
3142,2023-07,Maine,residential,27.73,cents per kilowatt-hour
3143,2023-07,Maine,transportation,0.0,cents per kilowatt-hour
3145,2023-07,Vermont,industrial,11.04,cents per kilowatt-hour
3147,2023-07,Vermont,residential,20.45,cents per kilowatt-hour
3148,2023-07,Vermont,transportation,0.0,cents per kilowatt-hour
3151,2023-07,Virginia,industrial,9.39,cents per kilowatt-hour
3153,2023-07,Virginia,residential,13.88,cents per kilowatt-hour
3154,2023-07,Virginia,transportation,10.91,cents per kilowatt-hour
3157,2023-07,Washington,industrial,6.36,cents per kilowatt-hour
3159,2023-07,Washington,residential,11.15,cents per kilowatt-hour
3160,2023-07,Washington,transportation,9.89,cents per kilowatt-hour
3163,2023-07,West Virginia,industrial,7.27,cents per kilowatt-hour
3165,2023-07,West Virginia,residential,14.08,cents per kilowatt-hour
3166,2023-07,West Virginia,transportation,0.0,cents per kilowatt-hour
3169,2023-07,Wisconsin,industrial,9.29,cents per kilowatt-hour
3171,2023-07,Wisconsin,residential,17.02,cents per kilowatt-hour
3172,2023-07,Wisconsin,transportation,16.5,cents per kilowatt-hour
3175,2023-07,Wyoming,industrial,7.04,cents per kilowatt-hour
3177,2023-07,Wyoming,residential,12.49,cents per kilowatt-hour
3178,2023-07,Wyoming,transportation,0.0,cents per kilowatt-hour
3181,2023-07,New England,industrial,15.83,cents per kilowatt-hour
3183,2023-07,New England,residential,26.84,cents per kilowatt-hour
3184,2023-07,New England,transportation,12.52,cents per kilowatt-hour
3187,2023-07,Middle Atlantic,industrial,7.96,cents per kilowatt-hour
3189,2023-07,Middle Atlantic,residential,19.7,cents per kilowatt-hour
3190,2023-07,Middle Atlantic,transportation,14.73,cents per kilowatt-hour
3193,2023-07,East North Central,industrial,7.95,cents per kilowatt-hour
3195,2023-09,West Virginia,residential,14.35,cents per kilowatt-hour
3196,2023-09,West Virginia,transportation,0.0,cents per kilowatt-hour
3199,2023-09,Wisconsin,industrial,9.2,cents per kilowatt-hour
3203,2023-02,North Carolina,industrial,6.93,cents per kilowatt-hour
3205,2023-02,North Carolina,residential,12.75,cents per kilowatt-hour
3206,2023-02,North Carolina,transportation,7.81,cents per kilowatt-hour
3209,2023-02,North Dakota,industrial,7.58,cents per kilowatt-hour
3211,2023-02,North Dakota,residential,10.01,cents per kilowatt-hour
3212,2023-02,North Dakota,transportation,0.0,cents per kilowatt-hour
3215,2023-02,Ohio,industrial,7.46,cents per kilowatt-hour
3217,2023-02,Ohio,residential,14.62,cents per kilowatt-hour
3218,2023-02,Ohio,transportation,5.31,cents per kilowatt-hour
3221,2023-01,Kentucky,industrial,7.19,cents per kilowatt-hour
3223,2023-01,Kentucky,residential,12.83,cents per kilowatt-hour
3224,2023-01,Kentucky,transportation,0.0,cents per kilowatt-hour
3227,2023-01,Louisiana,industrial,7.16,cents per kilowatt-hour
3229,2023-01,Louisiana,residential,11.98,cents per kilowatt-hour
3230,2023-01,Louisiana,transportation,9.77,cents per kilowatt-hour
3233,2023-01,Maine,industrial,11.98,cents per kilowatt-hour
3235,2023-01,Maine,residential,24.08,cents per kilowatt-hour
3236,2023-01,Maine,transportation,0.0,cents per kilowatt-hour
3239,2023-01,Maryland,industrial,10.37,cents per kilowatt-hour
3241,2023-01,Maryland,residential,15.98,cents per kilowatt-hour
3242,2023-01,Maryland,transportation,10.79,cents per kilowatt-hour
3245,2023-01,Massachusetts,industrial,18.94,cents per kilowatt-hour
3247,2023-01,Massachusetts,residential,32.19,cents per kilowatt-hour
3248,2023-01,Massachusetts,transportation,7.2,cents per kilowatt-hour
3251,2023-01,Michigan,industrial,8.04,cents per kilowatt-hour
3253,2023-01,Michigan,residential,18.16,cents per kilowatt-hour
3254,2023-01,Michigan,transportation,12.07,cents per kilowatt-hour
3257,2023-01,Minnesota,industrial,8.72,cents per kilowatt-hour
3259,2023-01,Minnesota,residential,13.25,cents per kilowatt-hour
3260,2023-01,Minnesota,transportation,11.07,cents per kilowatt-hour
3263,2023-01,Mississippi,industrial,7.45,cents per kilowatt-hour
3265,2023-01,Mississippi,residential,12.98,cents per kilowatt-hour
3266,2023-01,Mississippi,transportation,0.0,cents per kilowatt-hour
3269,2023-01,Missouri,industrial,7.39,cents per kilowatt-hour
3271,2023-01,Missouri,residential,10.54,cents per kilowatt-hour
3272,2023-01,Missouri,transportation,7.14,cents per kilowatt-hour
3275,2023-01,Montana,industrial,10.47,cents per kilowatt-hour
3277,2023-01,Montana,residential,11.89,cents per kilowatt-hour
3278,2023-01,Montana,transportation,0.0,cents per kilowatt-hour
3281,2023-01,Nebraska,industrial,7.13,cents per kilowatt-hour
3283,2023-01,Nebraska,residential,9.27,cents per kilowatt-hour
3284,2023-09,Wisconsin,residential,17.41,cents per kilowatt-hour
3285,2023-09,Wisconsin,transportation,19.26,cents per kilowatt-hour
3288,2023-09,Wyoming,industrial,7.47,cents per kilowatt-hour
3290,2023-09,Wyoming,residential,12.64,cents per kilowatt-hour
3291,2023-09,Wyoming,transportation,0.0,cents per kilowatt-hour
3294,2023-09,New England,industrial,15.72,cents per kilowatt-hour
3296,2023-09,New England,residential,27.37,cents per kilowatt-hour
3297,2023-09,New England,transportation,12.49,cents per kilowatt-hour
3300,2023-09,Middle Atlantic,industrial,7.76,cents per kilowatt-hour
3302,2023-09,Middle Atlantic,residential,20.11,cents per kilowatt-hour
3303,2023-09,Middle Atlantic,transportation,17.58,cents per kilowatt-hour
3306,2023-09,East North Central,industrial,7.83,cents per kilowatt-hour
3308,2023-09,Ohio,industrial,6.91,cents per kilowatt-hour
3310,2023-09,Ohio,residential,15.59,cents per kilowatt-hour
3311,2023-09,Ohio,transportation,6.68,cents per kilowatt-hour
3314,2023-09,Oklahoma,industrial,6.55,cents per kilowatt-hour
3316,2023-09,Oklahoma,residential,13.03,cents per kilowatt-hour
3317,2023-09,Oklahoma,transportation,0.0,cents per kilowatt-hour
3320,2023-09,Oregon,industrial,7.65,cents per kilowatt-hour
3322,2023-09,Oregon,residential,13.19,cents per kilowatt-hour
3323,2023-09,Oregon,transportation,11.28,cents per kilowatt-hour
3326,2023-09,Pennsylvania,industrial,7.49,cents per kilowatt-hour
3328,2023-09,Pennsylvania,residential,18.02,cents per kilowatt-hour
3329,2023-09,Pennsylvania,transportation,10.6,cents per kilowatt-hour
3332,2023-09,Rhode Island,industrial,19.07,cents per kilowatt-hour
3334,2023-09,Rhode Island,residential,25.27,cents per kilowatt-hour
3336,2023-05,Pacific Noncontiguous,industrial,31.12,cents per kilowatt-hour
3338,2023-05,Pacific Noncontiguous,residential,34.99,cents per kilowatt-hour
3339,2023-05,Pacific Noncontiguous,transportation,0.0,cents per kilowatt-hour
3344,2023-01,Alaska,industrial,17.61,cents per kilowatt-hour
3346,2023-01,Alaska,residential,21.73,cents per kilowatt-hour
3347,2023-01,Alaska,transportation,0.0,cents per kilowatt-hour
3350,2023-01,Arizona,industrial,8.66,cents per kilowatt-hour
3352,2023-01,Arizona,residential,12.63,cents per kilowatt-hour
3353,2023-01,Arizona,transportation,8.77,cents per kilowatt-hour
3356,2023-01,Arkansas,industrial,6.94,cents per kilowatt-hour
3358,2023-01,Arkansas,residential,11.42,cents per kilowatt-hour
3359,2023-01,Arkansas,transportation,13.94,cents per kilowatt-hour
3362,2023-01,California,industrial,16.52,cents per kilowatt-hour
3364,2023-01,California,residential,26.47,cents per kilowatt-hour
3365,2023-01,California,transportation,11.67,cents per kilowatt-hour
3368,2023-01,Colorado,industrial,8.52,cents per kilowatt-hour
3370,2023-01,Colorado,residential,14.11,cents per kilowatt-hour
3371,2023-01,Colorado,transportation,12.57,cents per kilowatt-hour
3374,2023-01,Connecticut,industrial,16.86,cents per kilowatt-hour
3376,2023-01,Connecticut,residential,30.29,cents per kilowatt-hour
3377,2023-01,Connecticut,transportation,25.99,cents per kilowatt-hour
3381,2023-01,West Virginia,industrial,6.86,cents per kilowatt-hour
3383,2023-01,West Virginia,residential,13.06,cents per kilowatt-hour
